,0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.42399999999999993
759,0.0
760,0.0
761,0.0
762,0.802
763,0.874
764,0.838
765,0.15400000000000003
766,0.0
767,0.0
768,0.82
769,0.604
770,0.0
771,0.0
772,0.73
773,0.2799999999999999
774,0.748
775,0.6579999999999999
776,0.0
777,0.0
778,0.0
779,0.0
780,0.874
781,0.42399999999999993
782,0.874
783,0.784
784,0.0
785,0.856
786,0.478
787,0.0
788,0.4059999999999999
789,0.0
790,0.0
791,0.42399999999999993
792,0.694
793,0.0
794,0.712
795,0.514
796,0.0
797,0.0
798,0.18999999999999995
799,0.4059999999999999
800,0.856
801,0.0
802,0.694
803,0.0
804,0.514
805,0.0
806,0.17199999999999993
807,0.5680000000000001
808,0.0
809,0.0
810,0.856
811,0.0
812,0.0
813,0.0
814,0.0
815,0.44199999999999995
816,0.0
817,0.874
818,0.0
819,0.0
820,0.0
821,0.82
822,0.694
823,0.604
824,0.604
825,0.838
826,0.82
827,0.0
828,0.33399999999999996
829,0.0
830,0.0
831,0.6399999999999999
832,0.31599999999999995
833,0.4959999999999999
834,0.244
835,0.42399999999999993
836,0.0
837,0.766
838,0.604
839,0.0
840,0.37
841,0.0
842,0.802
843,0.29799999999999993
844,0.09999999999999998
845,0.2799999999999999
846,0.22599999999999998
847,0.0
848,0.0
849,0.45999999999999996
850,0.586
851,0.0
852,0.0
853,0.0
854,0.6579999999999999
855,0.838
856,0.0
857,0.604
858,0.0
859,0.73
860,0.0
861,0.4959999999999999
862,0.6579999999999999
863,0.0
864,0.838
865,0.604
866,0.0
867,0.0
868,0.0
869,0.15400000000000003
870,0.0
871,0.514
872,0.0
873,0.352
874,0.0
875,0.0
876,0.874
877,0.0
878,0.0
879,0.0
880,0.766
881,0.838
882,0.33399999999999996
883,0.4959999999999999
884,0.37
885,0.0
886,0.766
887,0.748
888,0.0
889,0.0
890,0.136
891,0.0
892,0.0
893,0.0
894,0.31599999999999995
895,0.0
896,0.0
897,0.0
898,0.31599999999999995
899,0.136
900,0.17199999999999993
901,0.3879999999999999
902,0.0
903,0.118
904,0.0
905,0.532
906,0.0
907,0.0
908,0.6579999999999999
909,0.0
910,0.748
911,0.874
912,0.44199999999999995
913,0.0
914,0.22599999999999998
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.5680000000000001
921,0.6759999999999999
922,0.0
923,0.0
924,0.802
925,0.0
926,0.244
927,0.802
928,0.0
929,0.0
930,0.0
931,0.856
932,0.0
933,0.766
934,0.586
935,0.6399999999999999
936,0.784
937,0.0
938,0.0
939,0.586
940,0.694
941,0.0
942,0.45999999999999996
943,0.748
944,0.0
945,0.18999999999999995
946,0.45999999999999996
947,0.0
948,0.0
949,0.6579999999999999
950,0.0
951,0.586
952,0.0
953,0.0
954,0.4959999999999999
955,0.73
956,0.29799999999999993
957,0.0
958,0.0
959,0.45999999999999996
960,0.4059999999999999
961,0.0
962,0.514
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.45999999999999996
969,0.0
970,0.0
971,0.622
972,0.44199999999999995
973,0.0
974,0.532
975,0.694
976,0.0
977,0.0
978,0.532
979,0.532
980,0.604
981,0.73
982,0.694
983,0.0
984,0.0
985,0.478
986,0.532
987,0.73
988,0.0
989,0.0
990,0.478
991,0.0
992,0.874
993,0.262
994,0.838
995,0.478
996,0.802
997,0.6579999999999999
998,0.42399999999999993
999,0.4059999999999999
1000,0.0
1001,0.514
1002,0.0
1003,0.352
1004,0.42399999999999993
1005,0.478
1006,0.838
1007,0.0
1008,0.73
1009,0.0
1010,0.82
1011,0.0
1012,0.0
1013,0.0
1014,0.55
1015,0.0
1016,0.42399999999999993
1017,0.604
1018,0.0
1019,0.784
1020,0.766
1021,0.838
1022,0.33399999999999996
1023,0.73
1024,0.5680000000000001
1025,0.0
1026,0.4959999999999999
1027,0.0
1028,0.0
1029,0.6579999999999999
1030,0.09999999999999998
1031,0.4959999999999999
1032,0.0
1033,0.838
1034,0.0
1035,0.0
1036,0.0
1037,0.44199999999999995
1038,0.0
1039,0.0
1040,0.748
1041,0.766
1042,0.0
1043,0.856
1044,0.874
1045,0.856
1046,0.0
1047,0.0
1048,0.15400000000000003
1049,0.0
1050,0.0
1051,0.31599999999999995
1052,0.0
1053,0.0
1054,0.856
1055,0.37
1056,0.694
1057,0.3879999999999999
1058,0.514
1059,0.0
1060,0.6579999999999999
1061,0.45999999999999996
1062,0.0
1063,0.3879999999999999
1064,0.766
1065,0.802
1066,0.838
1067,0.0
1068,0.0
1069,0.838
1070,0.0
1071,0.31599999999999995
1072,0.766
1073,0.0
1074,0.0
1075,0.09999999999999998
1076,0.0
1077,0.0
1078,0.352
1079,0.0
1080,0.0
1081,0.0
1082,0.802
1083,0.874
1084,0.262
1085,0.18999999999999995
1086,0.6579999999999999
1087,0.17199999999999993
1088,0.0
1089,0.766
1090,0.6759999999999999
1091,0.0
1092,0.73
1093,0.0
1094,0.6759999999999999
1095,0.82
1096,0.0
1097,0.0
1098,0.4959999999999999
1099,0.0
1100,0.44199999999999995
1101,0.33399999999999996
1102,0.5680000000000001
1103,0.0
1104,0.514
1105,0.0
1106,0.42399999999999993
1107,0.45999999999999996
1108,0.838
1109,0.514
1110,0.6399999999999999
1111,0.802
1112,0.0
1113,0.0
1114,0.712
1115,0.694
1116,0.09999999999999998
1117,0.45999999999999996
1118,0.748
1119,0.2799999999999999
1120,0.0
1121,0.874
1122,0.0
1123,0.18999999999999995
1124,0.0
1125,0.766
1126,0.0
1127,0.73
1128,0.15400000000000003
1129,0.802
1130,0.118
1131,0.0
1132,0.6399999999999999
1133,0.0
1134,0.244
1135,0.0
1136,0.3879999999999999
1137,0.514
1138,0.802
1139,0.0
1140,0.586
1141,0.802
1142,0.82
1143,0.0
1144,0.262
1145,0.0
1146,0.09999999999999998
1147,0.0
1148,0.29799999999999993
1149,0.73
1150,0.0
1151,0.0
1152,0.0
1153,0.42399999999999993
1154,0.766
1155,0.766
1156,0.20799999999999996
1157,0.6759999999999999
1158,0.0
1159,0.73
1160,0.55
1161,0.748
1162,0.37
1163,0.73
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.478
1169,0.55
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.748
1176,0.0
1177,0.694
1178,0.244
1179,0.478
1180,0.0
1181,0.838
1182,0.784
1183,0.0
1184,0.55
1185,0.82
1186,0.0
1187,0.0
1188,0.0
1189,0.874
1190,0.5680000000000001
1191,0.856
1192,0.784
1193,0.0
1194,0.802
1195,0.6399999999999999
1196,0.712
1197,0.82
1198,0.352
1199,0.478
1200,0.0
1201,0.0
1202,0.33399999999999996
1203,0.0
1204,0.604
1205,0.0
1206,0.748
1207,0.748
1208,0.118
1209,0.0
1210,0.0
1211,0.694
1212,0.586
1213,0.0
1214,0.478
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.18999999999999995
1221,0.0
1222,0.4959999999999999
1223,0.0
1224,0.0
1225,0.73
1226,0.0
1227,0.802
1228,0.55
1229,0.0
1230,0.802
1231,0.55
1232,0.0
1233,0.478
1234,0.55
1235,0.0
1236,0.0
1237,0.0
1238,0.18999999999999995
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.622
1244,0.0
1245,0.5680000000000001
1246,0.478
1247,0.0
1248,0.766
1249,0.0
1250,0.0
1251,0.55
1252,0.0
1253,0.604
1254,0.0
1255,0.0
1256,0.856
1257,0.0
1258,0.802
1259,0.766
1260,0.694
1261,0.784
1262,0.18999999999999995
1263,0.6579999999999999
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.17199999999999993
1269,0.0
1270,0.604
1271,0.0
1272,0.784
1273,0.694
1274,0.694
1275,0.0
1276,0.42399999999999993
1277,0.0
1278,0.0
1279,0.0
1280,0.478
1281,0.784
1282,0.0
1283,0.0
1284,0.55
1285,0.0
1286,0.82
1287,0.0
1288,0.4959999999999999
1289,0.0
1290,0.118
1291,0.18999999999999995
1292,0.0
1293,0.0
1294,0.694
1295,0.17199999999999993
1296,0.0
1297,0.4959999999999999
1298,0.82
1299,0.20799999999999996
1300,0.22599999999999998
1301,0.0
1302,0.2799999999999999
1303,0.0
1304,0.82
1305,0.856
1306,0.784
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.748
1312,0.0
1313,0.15400000000000003
1314,0.0
1315,0.0
1316,0.6759999999999999
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.802
1322,0.352
1323,0.0
1324,0.6759999999999999
1325,0.0
1326,0.0
1327,0.856
1328,0.0
1329,0.0
1330,0.712
1331,0.0
1332,0.0
1333,0.0
1334,0.09999999999999998
1335,0.0
1336,0.604
1337,0.0
1338,0.0
1339,0.0
1340,0.6579999999999999
1341,0.0
1342,0.622
1343,0.0
1344,0.0
1345,0.856
1346,0.0
1347,0.604
1348,0.82
1349,0.4959999999999999
1350,0.20799999999999996
1351,0.0
1352,0.33399999999999996
1353,0.0
1354,0.802
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.514
1360,0.0
1361,0.514
1362,0.0
1363,0.244
1364,0.0
1365,0.6759999999999999
1366,0.244
1367,0.0
1368,0.0
1369,0.586
1370,0.0
1371,0.0
1372,0.0
1373,0.15400000000000003
1374,0.45999999999999996
1375,0.0
1376,0.586
1377,0.262
1378,0.2799999999999999
1379,0.244
1380,0.694
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.4959999999999999
1387,0.0
1388,0.4059999999999999
1389,0.0
1390,0.244
1391,0.37
1392,0.0
1393,0.766
1394,0.0
1395,0.118
1396,0.766
1397,0.5680000000000001
1398,0.244
1399,0.6759999999999999
1400,0.45999999999999996
1401,0.802
1402,0.0
1403,0.0
1404,0.136
1405,0.15400000000000003
1406,0.0
1407,0.0
1408,0.3879999999999999
1409,0.802
1410,0.0
1411,0.136
1412,0.694
1413,0.838
1414,0.0
1415,0.802
1416,0.0
1417,0.0
1418,0.33399999999999996
1419,0.748
1420,0.586
1421,0.694
1422,0.0
1423,0.0
1424,0.0
1425,0.6759999999999999
1426,0.802
1427,0.0
1428,0.45999999999999996
1429,0.0
1430,0.0
1431,0.44199999999999995
1432,0.0
1433,0.29799999999999993
1434,0.55
1435,0.0
1436,0.29799999999999993
1437,0.0
1438,0.0
1439,0.856
1440,0.604
1441,0.748
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.44199999999999995
1450,0.82
1451,0.55
1452,0.0
1453,0.766
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.352
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.4959999999999999
1466,0.73
1467,0.856
1468,0.0
1469,0.874
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.802
1475,0.0
1476,0.0
1477,0.0
1478,0.37
1479,0.0
1480,0.73
1481,0.0
1482,0.514
1483,0.0
1484,0.874
1485,0.118
1486,0.15400000000000003
1487,0.6399999999999999
1488,0.0
1489,0.0
1490,0.0
1491,0.802
1492,0.18999999999999995
1493,0.37
1494,0.0
1495,0.802
1496,0.604
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.6399999999999999
1502,0.0
1503,0.712
1504,0.118
1505,0.0
1506,0.478
1507,0.0
1508,0.0
1509,0.586
1510,0.0
1511,0.0
1512,0.784
1513,0.6759999999999999
1514,0.748
1515,0.6399999999999999
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.5680000000000001
1523,0.82
1524,0.766
1525,0.31599999999999995
1526,0.0
1527,0.766
1528,0.136
1529,0.604
1530,0.0
1531,0.532
1532,0.0
1533,0.784
1534,0.802
1535,0.514
1536,0.82
1537,0.42399999999999993
1538,0.82
1539,0.856
1540,0.0
1541,0.748
1542,0.0
1543,0.766
1544,0.766
1545,0.0
1546,0.748
1547,0.766
1548,0.0
1549,0.118
1550,0.0
1551,0.3879999999999999
1552,0.0
1553,0.73
1554,0.44199999999999995
1555,0.4059999999999999
1556,0.0
1557,0.838
1558,0.784
1559,0.0
1560,0.55
1561,0.0
1562,0.586
1563,0.802
1564,0.0
1565,0.0
1566,0.0
1567,0.44199999999999995
1568,0.0
1569,0.37
1570,0.6759999999999999
1571,0.2799999999999999
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.802
1577,0.784
1578,0.802
1579,0.0
1580,0.0
1581,0.6399999999999999
1582,0.694
1583,0.874
1584,0.0
1585,0.0
1586,0.37
1587,0.29799999999999993
1588,0.766
1589,0.33399999999999996
1590,0.694
1591,0.0
1592,0.82
1593,0.856
1594,0.0
1595,0.712
1596,0.874
1597,0.0
1598,0.0
1599,0.33399999999999996
1600,0.29799999999999993
1601,0.262
1602,0.0
1603,0.694
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.44199999999999995
1610,0.586
1611,0.0
1612,0.874
1613,0.622
1614,0.0
1615,0.0
1616,0.0
1617,0.73
1618,0.0
1619,0.0
1620,0.604
1621,0.694
1622,0.748
1623,0.73
1624,0.0
1625,0.0
1626,0.532
1627,0.5680000000000001
1628,0.6399999999999999
1629,0.838
1630,0.0
1631,0.874
1632,0.6759999999999999
1633,0.0
1634,0.874
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.874
1640,0.73
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.766
1646,0.874
1647,0.0
1648,0.09999999999999998
1649,0.0
1650,0.784
1651,0.6579999999999999
1652,0.0
1653,0.0
1654,0.856
1655,0.73
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.532
1663,0.532
1664,0.0
1665,0.0
1666,0.37
1667,0.766
1668,0.0
1669,0.586
1670,0.514
1671,0.118
1672,0.0
1673,0.0
1674,0.838
1675,0.55
1676,0.82
1677,0.0
1678,0.586
1679,0.0
1680,0.4959999999999999
1681,0.802
1682,0.712
1683,0.766
1684,0.20799999999999996
1685,0.33399999999999996
1686,0.874
1687,0.262
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.874
1694,0.0
1695,0.0
1696,0.514
1697,0.0
1698,0.262
1699,0.0
1700,0.0
1701,0.802
1702,0.55
1703,0.784
1704,0.82
1705,0.0
1706,0.0
1707,0.6399999999999999
1708,0.478
1709,0.0
1710,0.802
1711,0.0
1712,0.22599999999999998
1713,0.874
1714,0.874
1715,0.532
1716,0.784
1717,0.6579999999999999
1718,0.37
1719,0.0
1720,0.6759999999999999
1721,0.0
1722,0.73
1723,0.0
1724,0.784
1725,0.0
1726,0.0
1727,0.0
1728,0.856
1729,0.0
1730,0.838
1731,0.0
1732,0.5680000000000001
1733,0.0
1734,0.6579999999999999
1735,0.802
1736,0.0
1737,0.0
1738,0.0
1739,0.802
1740,0.784
1741,0.0
1742,0.4959999999999999
1743,0.0
1744,0.55
1745,0.20799999999999996
1746,0.0
1747,0.0
1748,0.6579999999999999
1749,0.3879999999999999
1750,0.856
1751,0.55
1752,0.838
1753,0.42399999999999993
1754,0.514
1755,0.6399999999999999
1756,0.0
1757,0.0
1758,0.0
1759,0.802
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.09999999999999998
1765,0.0
1766,0.0
1767,0.73
1768,0.0
1769,0.0
1770,0.856
1771,0.0
1772,0.44199999999999995
1773,0.0
1774,0.694
1775,0.6759999999999999
1776,0.0
1777,0.0
1778,0.73
1779,0.6759999999999999
1780,0.838
1781,0.0
1782,0.0
1783,0.622
1784,0.09999999999999998
1785,0.0
1786,0.0
1787,0.31599999999999995
1788,0.31599999999999995
1789,0.0
1790,0.0
1791,0.45999999999999996
1792,0.0
1793,0.82
1794,0.0
1795,0.31599999999999995
1796,0.694
1797,0.874
1798,0.0
1799,0.586
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.352
1807,0.118
1808,0.694
1809,0.2799999999999999
1810,0.694
1811,0.0
1812,0.0
1813,0.22599999999999998
1814,0.0
1815,0.0
1816,0.0
1817,0.22599999999999998
1818,0.0
1819,0.0
1820,0.802
1821,0.262
1822,0.0
1823,0.73
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.3879999999999999
1833,0.3879999999999999
1834,0.0
1835,0.73
1836,0.0
1837,0.29799999999999993
1838,0.0
1839,0.2799999999999999
1840,0.29799999999999993
1841,0.73
1842,0.856
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.586
1848,0.874
1849,0.55
1850,0.0
1851,0.766
1852,0.874
1853,0.0
1854,0.0
1855,0.0
1856,0.118
1857,0.712
1858,0.6399999999999999
1859,0.4059999999999999
1860,0.0
1861,0.244
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.748
1867,0.0
1868,0.20799999999999996
1869,0.478
1870,0.33399999999999996
1871,0.532
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.55
1878,0.37
1879,0.0
1880,0.748
1881,0.0
1882,0.42399999999999993
1883,0.0
1884,0.514
1885,0.0
1886,0.6759999999999999
1887,0.0
1888,0.0
1889,0.0
1890,0.856
1891,0.514
1892,0.0
1893,0.586
1894,0.622
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.3879999999999999
1901,0.0
1902,0.0
1903,0.712
1904,0.0
1905,0.73
1906,0.44199999999999995
1907,0.838
1908,0.0
1909,0.0
1910,0.622
1911,0.0
1912,0.766
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.18999999999999995
1922,0.55
1923,0.42399999999999993
1924,0.874
1925,0.712
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.6579999999999999
1931,0.0
1932,0.0
1933,0.712
1934,0.42399999999999993
1935,0.0
1936,0.748
1937,0.0
1938,0.532
1939,0.2799999999999999
1940,0.352
1941,0.6759999999999999
1942,0.0
1943,0.82
1944,0.856
1945,0.0
1946,0.262
1947,0.31599999999999995
1948,0.09999999999999998
1949,0.586
1950,0.856
1951,0.0
1952,0.5680000000000001
1953,0.0
1954,0.2799999999999999
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.802
1961,0.73
1962,0.856
1963,0.0
1964,0.586
1965,0.0
1966,0.874
1967,0.874
1968,0.0
1969,0.6579999999999999
1970,0.0
1971,0.0
1972,0.766
1973,0.0
1974,0.0
1975,0.262
1976,0.604
1977,0.44199999999999995
1978,0.0
1979,0.802
1980,0.0
1981,0.17199999999999993
1982,0.42399999999999993
1983,0.0
1984,0.0
